rollout_id,pair_id,condition,benchmark_task_id,init_state_index,period,start_index,target_index,commanded_h10_raw_mse,executed_h10_raw_mse,no_action_h10_raw_mse,persistence_h10_raw_mse
task04-init07-nominal,task04-init07,nominal,4,7,pre,25,35,0.8262879252433777,0.8262879252433777,0.9277107119560242,1.3265199661254883
task04-init07-nominal,task04-init07,nominal,4,7,pre,26,36,0.7753499746322632,0.7753499746322632,0.8157525062561035,1.1462411880493164
task04-init07-nominal,task04-init07,nominal,4,7,pre,27,37,0.7742496728897095,0.7742496728897095,0.7993698120117188,0.9903962016105652
task04-init07-nominal,task04-init07,nominal,4,7,pre,28,38,0.7718545794487,0.7718545794487,0.7564167976379395,1.045247197151184
task04-init07-nominal,task04-init07,nominal,4,7,pre,29,39,0.7768118381500244,0.7768118381500244,0.8009968996047974,0.932127833366394
task04-init07-nominal,task04-init07,nominal,4,7,pre,30,40,0.772996187210083,0.772996187210083,0.8375973701477051,1.1040537357330322
task04-init07-nominal,task04-init07,nominal,4,7,pre,31,41,0.9775307178497314,0.9775307178497314,1.0121525526046753,1.2570886611938477
task04-init07-nominal,task04-init07,nominal,4,7,pre,32,42,1.027567982673645,1.027567982673645,1.0410723686218262,1.3430039882659912
task04-init07-nominal,task04-init07,nominal,4,7,pre,33,43,1.145752191543579,1.145752191543579,1.2019593715667725,1.4480705261230469
task04-init07-nominal,task04-init07,nominal,4,7,pre,34,44,1.0531433820724487,1.0531433820724487,1.1237971782684326,1.4271323680877686
task04-init07-nominal,task04-init07,nominal,4,7,pre,35,45,1.0156707763671875,1.0156707763671875,1.065455675125122,1.3710483312606812
task04-init07-nominal,task04-init07,nominal,4,7,pre,36,46,1.0976117849349976,1.0976117849349976,1.1324777603149414,1.4406425952911377
task04-init07-nominal,task04-init07,nominal,4,7,pre,37,47,1.0784990787506104,1.0784990787506104,1.095430612564087,1.2371456623077393
task04-init07-nominal,task04-init07,nominal,4,7,pre,38,48,1.0429387092590332,1.0429387092590332,1.0588328838348389,1.2798994779586792
task04-init07-nominal,task04-init07,nominal,4,7,pre,39,49,0.8830634355545044,0.8830634355545044,0.8997374773025513,1.0745257139205933
task04-init07-nominal,task04-init07,nominal,4,7,post,50,60,1.0425560474395752,1.0425560474395752,1.0013236999511719,1.320961833000183
task04-init07-nominal,task04-init07,nominal,4,7,post,51,61,1.0656929016113281,1.0656929016113281,0.9773629903793335,1.2766697406768799
task04-init07-nominal,task04-init07,nominal,4,7,post,52,62,1.0837475061416626,1.0837475061416626,0.9781183004379272,1.274425745010376
task04-init07-nominal,task04-init07,nominal,4,7,post,53,63,1.012811303138733,1.012811303138733,0.9076863527297974,1.3598445653915405
